career_cluster,sub_cluster,code,occupation,url
Financial Services,Financial Strategy & Investments,13-2099.00,"Financial Specialists, All Other",https://www.onetonline.org/link/summary/13-2099.00
Financial Services,Financial Strategy & Investments,13-2099.04,"Fraud Examiners, Investigators and Analysts",https://www.onetonline.org/link/summary/13-2099.04
Financial Services,Financial Strategy & Investments,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",https://www.onetonline.org/link/summary/41-3031.00
Financial Services,Financial Strategy & Investments,13-2082.00,Tax Preparers,https://www.onetonline.org/link/summary/13-2082.00
Financial Services,Financial Strategy & Investments; Insurance,13-2051.00,Financial and Investment Analysts,https://www.onetonline.org/link/summary/13-2051.00
Financial Services,Insurance,15-2011.00,Actuaries,https://www.onetonline.org/link/summary/15-2011.00
Financial Services,Insurance,13-1031.00,"Claims Adjusters, Examiners, and Investigators",https://www.onetonline.org/link/summary/13-1031.00
Financial Services,Insurance,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",https://www.onetonline.org/link/summary/13-1141.00
Financial Services,Insurance,13-1032.00,"Insurance Appraisers, Auto Damage",https://www.onetonline.org/link/summary/13-1032.00
Financial Services,Insurance,43-9041.00,Insurance Claims and Policy Processing Clerks,https://www.onetonline.org/link/summary/43-9041.00
Financial Services,Insurance,41-3021.00,Insurance Sales Agents,https://www.onetonline.org/link/summary/41-3021.00
Financial Services,Insurance,13-2053.00,Insurance Underwriters,https://www.onetonline.org/link/summary/13-2053.00
Financial Services,Insurance,23-2093.00,"Title Examiners, Abstractors, and Searchers",https://www.onetonline.org/link/summary/23-2093.00
Financial Services,Real Estate,13-2023.00,Appraisers and Assessors of Real Estate,https://www.onetonline.org/link/summary/13-2023.00
Financial Services,Real Estate,13-2022.00,Appraisers of Personal and Business Property,https://www.onetonline.org/link/summary/13-2022.00
Financial Services,Real Estate,11-9141.00,"Property, Real Estate, and Community Association Managers",https://www.onetonline.org/link/summary/11-9141.00
Financial Services,Real Estate,41-9021.00,Real Estate Brokers,https://www.onetonline.org/link/summary/41-9021.00
Financial Services,Real Estate,41-9022.00,Real Estate Sales Agents,https://www.onetonline.org/link/summary/41-9022.00
Financial Services; Healthcare & Human Services; Energy & Natural Resources; Management & Entrepreneurship,Financial Strategy & Investments; Insurance; Biotechnology Research & Development; Ecological Research & Development; Business Information Management,15-2099.00,"Mathematical Science Occupations, All Other",https://www.onetonline.org/link/summary/15-2099.00
Financial Services; Public Service & Safety; Energy & Natural Resources; Management & Entrepreneurship,"Insurance; Local, State, & Federal Services; Public Safety; Environmental Protection; Resource Extraction; Regulation",13-1041.00,Compliance Officers,https://www.onetonline.org/link/summary/13-1041.00
Financial Services; Digital Technology; Marketing & Sales,"Financial Strategy & Investments; Data Science & AI; Market Research, Analytics, & Ethics",15-2051.01,Business Intelligence Analysts,https://www.onetonline.org/link/summary/15-2051.01
Financial Services; Digital Technology; Marketing & Sales,"Financial Strategy & Investments; Data Science & AI; Market Research, Analytics, & Ethics",15-2051.00,Data Scientists,https://www.onetonline.org/link/summary/15-2051.00
Education,Early Childhood Development,39-9011.00,Childcare Workers,https://www.onetonline.org/link/summary/39-9011.00
Education,Early Childhood Development,39-9011.01,Nannies,https://www.onetonline.org/link/summary/39-9011.01
Education,"Early Childhood Development; Teaching, Training, & Facilitation",25-2011.00,"Preschool Teachers, Except Special Education",https://www.onetonline.org/link/summary/25-2011.00
Education,"Early Childhood Development; Teaching, Training, & Facilitation",25-9049.00,"Teaching Assistants, All Other",https://www.onetonline.org/link/summary/25-9049.00
Education,"Early Childhood Development; Teaching, Training, & Facilitation",25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",https://www.onetonline.org/link/summary/25-9042.00
Education,"Early Childhood Development; Teaching, Training, & Facilitation",25-9043.00,"Teaching Assistants, Special Education",https://www.onetonline.org/link/summary/25-9043.00
Education,Education Administration & Leadership,11-9032.00,"Education Administrators, Kindergarten through Secondary",https://www.onetonline.org/link/summary/11-9032.00
Education,"Education Administration & Leadership; Teaching, Training, & Facilitation",11-9033.00,"Education Administrators, Postsecondary",https://www.onetonline.org/link/summary/11-9033.00
Education,Learner Support & Community Engagement,25-9099.00,"Educational Instruction and Library Workers, All Other",https://www.onetonline.org/link/summary/25-9099.00
Education,Learner Support & Community Engagement,25-4022.00,Librarians and Media Collections Specialists,https://www.onetonline.org/link/summary/25-4022.00
Education,Learner Support & Community Engagement,43-4121.00,"Library Assistants, Clerical",https://www.onetonline.org/link/summary/43-4121.00
Education,Learner Support & Community Engagement,25-4031.00,Library Technicians,https://www.onetonline.org/link/summary/25-4031.00
Education,Learner Support & Community Engagement,39-9041.00,Residential Advisors,https://www.onetonline.org/link/summary/39-9041.00
Education,Learner Support & Community Engagement,19-3034.00,School Psychologists,https://www.onetonline.org/link/summary/19-3034.00
Education,"Learner Support & Community Engagement; Teaching, Training, & Facilitation",25-2059.01,Adapted Physical Education Specialists,https://www.onetonline.org/link/summary/25-2059.01
Education,"Learner Support & Community Engagement; Teaching, Training, & Facilitation",25-2059.00,"Special Education Teachers, All Other",https://www.onetonline.org/link/summary/25-2059.00
Education,"Learner Support & Community Engagement; Teaching, Training, & Facilitation",25-2056.00,"Special Education Teachers, Elementary School",https://www.onetonline.org/link/summary/25-2056.00
Education,"Learner Support & Community Engagement; Teaching, Training, & Facilitation",25-2055.00,"Special Education Teachers, Kindergarten",https://www.onetonline.org/link/summary/25-2055.00
Education,"Learner Support & Community Engagement; Teaching, Training, & Facilitation",25-2057.00,"Special Education Teachers, Middle School",https://www.onetonline.org/link/summary/25-2057.00
Education,"Learner Support & Community Engagement; Teaching, Training, & Facilitation",25-2051.00,"Special Education Teachers, Preschool",https://www.onetonline.org/link/summary/25-2051.00
Education,"Learner Support & Community Engagement; Teaching, Training, & Facilitation",25-2058.00,"Special Education Teachers, Secondary School",https://www.onetonline.org/link/summary/25-2058.00
Education,"Teaching, Training, & Facilitation",25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",https://www.onetonline.org/link/summary/25-3011.00
Education,"Teaching, Training, & Facilitation",25-1041.00,"Agricultural Sciences Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1041.00
Education,"Teaching, Training, & Facilitation",25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1061.00
Education,"Teaching, Training, & Facilitation",25-1031.00,"Architecture Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1031.00
Education,"Teaching, Training, & Facilitation",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1062.00
Education,"Teaching, Training, & Facilitation",25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1121.00
Education,"Teaching, Training, & Facilitation",25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1051.00
Education,"Teaching, Training, & Facilitation",25-1042.00,"Biological Science Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1042.00
Education,"Teaching, Training, & Facilitation",25-1011.00,"Business Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1011.00
Education,"Teaching, Training, & Facilitation",25-2023.00,"Career/Technical Education Teachers, Middle School",https://www.onetonline.org/link/summary/25-2023.00
Education,"Teaching, Training, & Facilitation",25-1194.00,"Career/Technical Education Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1194.00
Education,"Teaching, Training, & Facilitation",25-2032.00,"Career/Technical Education Teachers, Secondary School",https://www.onetonline.org/link/summary/25-2032.00
Education,"Teaching, Training, & Facilitation",25-1052.00,"Chemistry Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1052.00
Education,"Teaching, Training, & Facilitation",25-1122.00,"Communications Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1122.00
Education,"Teaching, Training, & Facilitation",25-1021.00,"Computer Science Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1021.00
Education,"Teaching, Training, & Facilitation",25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1111.00
Education,"Teaching, Training, & Facilitation",25-1063.00,"Economics Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1063.00
Education,"Teaching, Training, & Facilitation",25-1081.00,"Education Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1081.00
Education,"Teaching, Training, & Facilitation",25-2021.00,"Elementary School Teachers, Except Special Education",https://www.onetonline.org/link/summary/25-2021.00
Education,"Teaching, Training, & Facilitation",25-1032.00,"Engineering Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1032.00
Education,"Teaching, Training, & Facilitation",25-1123.00,"English Language and Literature Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1123.00
Education,"Teaching, Training, & Facilitation",25-1053.00,"Environmental Science Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1053.00
Education,"Teaching, Training, & Facilitation",25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1192.00
Education,"Teaching, Training, & Facilitation",25-9021.00,Farm and Home Management Educators,https://www.onetonline.org/link/summary/25-9021.00
Education,"Teaching, Training, & Facilitation",25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1124.00
Education,"Teaching, Training, & Facilitation",25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1043.00
Education,"Teaching, Training, & Facilitation",25-1064.00,"Geography Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1064.00
Education,"Teaching, Training, & Facilitation",25-1071.00,"Health Specialties Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1071.00
Education,"Teaching, Training, & Facilitation",25-1125.00,"History Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1125.00
Education,"Teaching, Training, & Facilitation",25-9031.00,Instructional Coordinators,https://www.onetonline.org/link/summary/25-9031.00
Education,"Teaching, Training, & Facilitation",25-2012.00,"Kindergarten Teachers, Except Special Education",https://www.onetonline.org/link/summary/25-2012.00
Education,"Teaching, Training, & Facilitation",25-1112.00,"Law Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1112.00
Education,"Teaching, Training, & Facilitation",25-1082.00,"Library Science Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1082.00
Education,"Teaching, Training, & Facilitation",19-4099.00,"Life, Physical, and Social Science Technicians, All Other",https://www.onetonline.org/link/summary/19-4099.00
Education,"Teaching, Training, & Facilitation",25-1022.00,"Mathematical Science Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1022.00
Education,"Teaching, Training, & Facilitation",25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",https://www.onetonline.org/link/summary/25-2022.00
Education,"Teaching, Training, & Facilitation",25-1072.00,"Nursing Instructors and Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1072.00
Education,"Teaching, Training, & Facilitation",25-1126.00,"Philosophy and Religion Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1126.00
Education,"Teaching, Training, & Facilitation",25-1054.00,"Physics Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1054.00
Education,"Teaching, Training, & Facilitation",25-1065.00,"Political Science Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1065.00
Education,"Teaching, Training, & Facilitation",25-1199.00,"Postsecondary Teachers, All Other",https://www.onetonline.org/link/summary/25-1199.00
Education,"Teaching, Training, & Facilitation",25-1066.00,"Psychology Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1066.00
Education,"Teaching, Training, & Facilitation",25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1193.00
Education,"Teaching, Training, & Facilitation",25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",https://www.onetonline.org/link/summary/25-2031.00
Education,"Teaching, Training, & Facilitation",25-3021.00,Self-Enrichment Teachers,https://www.onetonline.org/link/summary/25-3021.00
Education,"Teaching, Training, & Facilitation",25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",https://www.onetonline.org/link/summary/25-1069.00
Education,"Teaching, Training, & Facilitation",25-1113.00,"Social Work Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1113.00
Education,"Teaching, Training, & Facilitation",25-1067.00,"Sociology Teachers, Postsecondary",https://www.onetonline.org/link/summary/25-1067.00
Education,"Teaching, Training, & Facilitation",25-3031.00,"Substitute Teachers, Short-Term",https://www.onetonline.org/link/summary/25-3031.00
Education,"Teaching, Training, & Facilitation",25-3099.00,"Teachers and Instructors, All Other",https://www.onetonline.org/link/summary/25-3099.00
Education,"Teaching, Training, & Facilitation",25-9044.00,"Teaching Assistants, Postsecondary",https://www.onetonline.org/link/summary/25-9044.00
Education,"Teaching, Training, & Facilitation",25-3041.00,Tutors,https://www.onetonline.org/link/summary/25-3041.00
Education; Healthcare & Human Services,Early Childhood Development; Community & Social Services,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",https://www.onetonline.org/link/summary/11-9031.00
Education; Healthcare & Human Services,Learner Support & Community Engagement; Community & Social Services,21-1021.00,"Child, Family, and School Social Workers",https://www.onetonline.org/link/summary/21-1021.00
Education; Healthcare & Human Services,Learner Support & Community Engagement; Community & Social Services,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",https://www.onetonline.org/link/summary/21-1012.00
Education; Healthcare & Human Services,"Teaching, Training, & Facilitation; Health Data & Administration; Physical Health",19-3093.00,Historians,https://www.onetonline.org/link/summary/19-3093.00
Education; Healthcare & Human Services; Public Service & Safety,"Early Childhood Development; Community & Social Services; Local, State, & Federal Services",21-1099.00,"Community and Social Service Specialists, All Other",https://www.onetonline.org/link/summary/21-1099.00
Education; Healthcare & Human Services; Public Service & Safety,"Teaching, Training, & Facilitation; Biotechnology Research & Development; Physical Health; Local, State, & Federal Services",19-3091.00,Anthropologists and Archeologists,https://www.onetonline.org/link/summary/19-3091.00
Education; Healthcare & Human Services; Public Service & Safety,"Teaching, Training, & Facilitation; Physical Health; Local, State, & Federal Services",19-3092.00,Geographers,https://www.onetonline.org/link/summary/19-3092.00
Education; Healthcare & Human Services; Public Service & Safety; Energy & Natural Resources,"Education Administration & Leadership; Teaching, Training, & Facilitation; Behavioral & Mental Health; Biotechnology Research & Development; Health Data & Administration; Physical Health; Local, State, & Federal Services; Conservation & Land Management; Ecological Research & Development; Environmental Protection",19-3099.00,"Social Scientists and Related Workers, All Other",https://www.onetonline.org/link/summary/19-3099.00
Education; Healthcare & Human Services; Public Service & Safety; Energy & Natural Resources,"Education Administration & Leadership; Biotechnology Research & Development; Local, State, & Federal Services; Ecological Research & Development",19-3022.00,Survey Researchers,https://www.onetonline.org/link/summary/19-3022.00
Education; Public Service & Safety,"Education Administration & Leadership; Local, State, & Federal Services",11-9039.00,"Education Administrators, All Other",https://www.onetonline.org/link/summary/11-9039.00
Education; Public Service & Safety,"Learner Support & Community Engagement; Teaching, Training, & Facilitation; Judicial Systems",27-3091.00,Interpreters and Translators,https://www.onetonline.org/link/summary/27-3091.00
Education; Public Service & Safety,"Learner Support & Community Engagement; Local, State, & Federal Services",25-4011.00,Archivists,https://www.onetonline.org/link/summary/25-4011.00
Education; Public Service & Safety,"Learner Support & Community Engagement; Local, State, & Federal Services",43-4199.00,"Information and Record Clerks, All Other",https://www.onetonline.org/link/summary/43-4199.00
Education; Public Service & Safety; Management & Entrepreneurship,"Education Administration & Leadership; Local, State, & Federal Services; Business Information Management; Entrepreneurship & Small Business",13-1111.00,Management Analysts,https://www.onetonline.org/link/summary/13-1111.00
Healthcare & Human Services,Behavioral & Mental Health,29-1129.01,Art Therapists,https://www.onetonline.org/link/summary/29-1129.01
Healthcare & Human Services,Behavioral & Mental Health,19-3033.00,Clinical and Counseling Psychologists,https://www.onetonline.org/link/summary/19-3033.00
Healthcare & Human Services,Behavioral & Mental Health,19-3039.03,Clinical Neuropsychologists,https://www.onetonline.org/link/summary/19-3039.03
Healthcare & Human Services,Behavioral & Mental Health,21-1019.00,"Counselors, All Other",https://www.onetonline.org/link/summary/21-1019.00
Healthcare & Human Services,Behavioral & Mental Health,21-1013.00,Marriage and Family Therapists,https://www.onetonline.org/link/summary/21-1013.00
Healthcare & Human Services,Behavioral & Mental Health,21-1014.00,Mental Health Counselors,https://www.onetonline.org/link/summary/21-1014.00
Healthcare & Human Services,Behavioral & Mental Health,29-1129.02,Music Therapists,https://www.onetonline.org/link/summary/29-1129.02
Healthcare & Human Services,Behavioral & Mental Health,19-3039.02,Neuropsychologists,https://www.onetonline.org/link/summary/19-3039.02
Healthcare & Human Services,Behavioral & Mental Health,31-2012.00,Occupational Therapy Aides,https://www.onetonline.org/link/summary/31-2012.00
Healthcare & Human Services,Behavioral & Mental Health,19-3039.00,"Psychologists, All Other",https://www.onetonline.org/link/summary/19-3039.00
Healthcare & Human Services,Behavioral & Mental Health,29-1125.00,Recreational Therapists,https://www.onetonline.org/link/summary/29-1125.00
Healthcare & Human Services,Behavioral & Mental Health,21-1015.00,Rehabilitation Counselors,https://www.onetonline.org/link/summary/21-1015.00
Healthcare & Human Services,Behavioral & Mental Health,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,https://www.onetonline.org/link/summary/21-1011.00
Healthcare & Human Services,Behavioral & Mental Health,29-1129.00,"Therapists, All Other",https://www.onetonline.org/link/summary/29-1129.00
Healthcare & Human Services,Biotechnology Research & Development,19-4021.00,Biological Technicians,https://www.onetonline.org/link/summary/19-4021.00
Healthcare & Human Services,Biotechnology Research & Development,19-1042.00,"Medical Scientists, Except Epidemiologists",https://www.onetonline.org/link/summary/19-1042.00
Healthcare & Human Services,Community & Social Services,21-2011.00,Clergy,https://www.onetonline.org/link/summary/21-2011.00
Healthcare & Human Services,Community & Social Services,21-2021.00,"Directors, Religious Activities and Education",https://www.onetonline.org/link/summary/21-2021.00
Healthcare & Human Services,Community & Social Services,21-1091.00,Health Education Specialists,https://www.onetonline.org/link/summary/21-1091.00
Healthcare & Human Services,Community & Social Services,21-1022.00,Healthcare Social Workers,https://www.onetonline.org/link/summary/21-1022.00
Healthcare & Human Services,Community & Social Services,43-4111.00,"Interviewers, Except Eligibility and Loan",https://www.onetonline.org/link/summary/43-4111.00
Healthcare & Human Services,Community & Social Services,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",https://www.onetonline.org/link/summary/29-1122.01
Healthcare & Human Services,Community & Social Services,21-1023.00,Mental Health and Substance Abuse Social Workers,https://www.onetonline.org/link/summary/21-1023.00
Healthcare & Human Services,Community & Social Services,29-1122.00,Occupational Therapists,https://www.onetonline.org/link/summary/29-1122.00
Healthcare & Human Services,Community & Social Services,21-2099.00,"Religious Workers, All Other",https://www.onetonline.org/link/summary/21-2099.00
Healthcare & Human Services,Community & Social Services,21-1093.00,Social and Human Service Assistants,https://www.onetonline.org/link/summary/21-1093.00
Healthcare & Human Services,Community & Social Services,21-1029.00,"Social Workers, All Other",https://www.onetonline.org/link/summary/21-1029.00
Healthcare & Human Services,Health Data & Administration,29-9021.00,Health Information Technologists and Medical Registrars,https://www.onetonline.org/link/summary/29-9021.00
Healthcare & Human Services,Health Data & Administration,11-9111.00,Medical and Health Services Managers,https://www.onetonline.org/link/summary/11-9111.00
Healthcare & Human Services,Health Data & Administration,31-9092.00,Medical Assistants,https://www.onetonline.org/link/summary/31-9092.00
Healthcare & Human Services,Health Data & Administration,29-2072.00,Medical Records Specialists,https://www.onetonline.org/link/summary/29-2072.00
Healthcare & Human Services,Health Data & Administration,43-6013.00,Medical Secretaries and Administrative Assistants,https://www.onetonline.org/link/summary/43-6013.00
Healthcare & Human Services,Health Data & Administration,31-9094.00,Medical Transcriptionists,https://www.onetonline.org/link/summary/31-9094.00
Healthcare & Human Services,Health Data & Administration,43-2011.00,"Switchboard Operators, Including Answering Service",https://www.onetonline.org/link/summary/43-2011.00
Healthcare & Human Services,Personal Care Services,39-5011.00,Barbers,https://www.onetonline.org/link/summary/39-5011.00
Healthcare & Human Services,Personal Care Services,39-9031.00,Exercise Trainers and Group Fitness Instructors,https://www.onetonline.org/link/summary/39-9031.00
Healthcare & Human Services,Personal Care Services,39-1022.00,First-Line Supervisors of Personal Service Workers,https://www.onetonline.org/link/summary/39-1022.00
Healthcare & Human Services,Personal Care Services,35-3041.00,"Food Servers, Nonrestaurant",https://www.onetonline.org/link/summary/35-3041.00
Healthcare & Human Services,Personal Care Services,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",https://www.onetonline.org/link/summary/39-5012.00
Healthcare & Human Services,Personal Care Services,31-1121.00,Home Health Aides,https://www.onetonline.org/link/summary/31-1121.00
Healthcare & Human Services,Personal Care Services,39-5091.00,"Makeup Artists, Theatrical and Performance",https://www.onetonline.org/link/summary/39-5091.00
Healthcare & Human Services,Personal Care Services,39-5092.00,Manicurists and Pedicurists,https://www.onetonline.org/link/summary/39-5092.00
Healthcare & Human Services,Personal Care Services,31-9011.00,Massage Therapists,https://www.onetonline.org/link/summary/31-9011.00
Healthcare & Human Services,Personal Care Services,31-1122.00,Personal Care Aides,https://www.onetonline.org/link/summary/31-1122.00
Healthcare & Human Services,Personal Care Services,39-9099.00,"Personal Care and Service Workers, All Other",https://www.onetonline.org/link/summary/39-9099.00
Healthcare & Human Services,Personal Care Services,39-5093.00,Shampooers,https://www.onetonline.org/link/summary/39-5093.00
Healthcare & Human Services,Personal Care Services,39-5094.00,Skincare Specialists,https://www.onetonline.org/link/summary/39-5094.00
Healthcare & Human Services,Personal Care Services,29-1127.00,Speech-Language Pathologists,https://www.onetonline.org/link/summary/29-1127.00
Healthcare & Human Services,Personal Care Services; Physical Health,29-2051.00,Dietetic Technicians,https://www.onetonline.org/link/summary/29-2051.00
Healthcare & Human Services,Personal Care Services; Physical Health,29-1031.00,Dietitians and Nutritionists,https://www.onetonline.org/link/summary/29-1031.00
Healthcare & Human Services,Personal Care Services; Physical Health,31-9099.02,Endoscopy Technicians,https://www.onetonline.org/link/summary/31-9099.02
Healthcare & Human Services,Personal Care Services; Physical Health,31-9099.00,"Healthcare Support Workers, All Other",https://www.onetonline.org/link/summary/31-9099.00
Healthcare & Human Services,Personal Care Services; Physical Health,31-9099.01,Speech-Language Pathology Assistants,https://www.onetonline.org/link/summary/31-9099.01
Healthcare & Human Services,Physical Health,29-1291.00,Acupuncturists,https://www.onetonline.org/link/summary/29-1291.00
Healthcare & Human Services,Physical Health,29-1141.01,Acute Care Nurses,https://www.onetonline.org/link/summary/29-1141.01
Healthcare & Human Services,Physical Health,29-1141.02,Advanced Practice Psychiatric Nurses,https://www.onetonline.org/link/summary/29-1141.02
Healthcare & Human Services,Physical Health,29-1229.01,Allergists and Immunologists,https://www.onetonline.org/link/summary/29-1229.01
Healthcare & Human Services,Physical Health,29-1071.01,Anesthesiologist Assistants,https://www.onetonline.org/link/summary/29-1071.01
Healthcare & Human Services,Physical Health,29-1211.00,Anesthesiologists,https://www.onetonline.org/link/summary/29-1211.00
Healthcare & Human Services,Physical Health,29-1181.00,Audiologists,https://www.onetonline.org/link/summary/29-1181.00
Healthcare & Human Services,Physical Health,29-1212.00,Cardiologists,https://www.onetonline.org/link/summary/29-1212.00
Healthcare & Human Services,Physical Health,29-2031.00,Cardiovascular Technologists and Technicians,https://www.onetonline.org/link/summary/29-2031.00
Healthcare & Human Services,Physical Health,29-1011.00,Chiropractors,https://www.onetonline.org/link/summary/29-1011.00
Healthcare & Human Services,Physical Health,29-1141.04,Clinical Nurse Specialists,https://www.onetonline.org/link/summary/29-1141.04
Healthcare & Human Services,Physical Health,39-4012.00,Crematory Operators,https://www.onetonline.org/link/summary/39-4012.00
Healthcare & Human Services,Physical Health,29-1141.03,Critical Care Nurses,https://www.onetonline.org/link/summary/29-1141.03
Healthcare & Human Services,Physical Health,29-2011.01,Cytogenetic Technologists,https://www.onetonline.org/link/summary/29-2011.01
Healthcare & Human Services,Physical Health,29-2011.02,Cytotechnologists,https://www.onetonline.org/link/summary/29-2011.02
Healthcare & Human Services,Physical Health,31-9091.00,Dental Assistants,https://www.onetonline.org/link/summary/31-9091.00
Healthcare & Human Services,Physical Health,29-1292.00,Dental Hygienists,https://www.onetonline.org/link/summary/29-1292.00
Healthcare & Human Services,Physical Health,51-9081.00,Dental Laboratory Technicians,https://www.onetonline.org/link/summary/51-9081.00
Healthcare & Human Services,Physical Health,29-1029.00,"Dentists, All Other Specialists",https://www.onetonline.org/link/summary/29-1029.00
Healthcare & Human Services,Physical Health,29-1021.00,"Dentists, General",https://www.onetonline.org/link/summary/29-1021.00
Healthcare & Human Services,Physical Health,29-1213.00,Dermatologists,https://www.onetonline.org/link/summary/29-1213.00
Healthcare & Human Services,Physical Health,29-2032.00,Diagnostic Medical Sonographers,https://www.onetonline.org/link/summary/29-2032.00
Healthcare & Human Services,Physical Health,39-4011.00,Embalmers,https://www.onetonline.org/link/summary/39-4011.00
Healthcare & Human Services,Physical Health,29-2042.00,Emergency Medical Technicians,https://www.onetonline.org/link/summary/29-2042.00
Healthcare & Human Services,Physical Health,29-1214.00,Emergency Medicine Physicians,https://www.onetonline.org/link/summary/29-1214.00
Healthcare & Human Services,Physical Health,29-1128.00,Exercise Physiologists,https://www.onetonline.org/link/summary/29-1128.00
Healthcare & Human Services,Physical Health,29-1215.00,Family Medicine Physicians,https://www.onetonline.org/link/summary/29-1215.00
Healthcare & Human Services,Physical Health,39-4021.00,Funeral Attendants,https://www.onetonline.org/link/summary/39-4021.00
Healthcare & Human Services,Physical Health,29-1216.00,General Internal Medicine Physicians,https://www.onetonline.org/link/summary/29-1216.00
Healthcare & Human Services,Physical Health,29-9092.00,Genetic Counselors,https://www.onetonline.org/link/summary/29-9092.00
Healthcare & Human Services,Physical Health,29-2099.00,"Health Technologists and Technicians, All Other",https://www.onetonline.org/link/summary/29-2099.00
Healthcare & Human Services,Physical Health,29-1299.00,"Healthcare Diagnosing or Treating Practitioners, All Other",https://www.onetonline.org/link/summary/29-1299.00
Healthcare & Human Services,Physical Health,29-9099.00,"Healthcare Practitioners and Technical Workers, All Other",https://www.onetonline.org/link/summary/29-9099.00
Healthcare & Human Services,Physical Health,29-2092.00,Hearing Aid Specialists,https://www.onetonline.org/link/summary/29-2092.00
Healthcare & Human Services,Physical Health,29-2012.01,Histology Technicians,https://www.onetonline.org/link/summary/29-2012.01
Healthcare & Human Services,Physical Health,29-2011.04,Histotechnologists,https://www.onetonline.org/link/summary/29-2011.04
Healthcare & Human Services,Physical Health,29-1229.02,Hospitalists,https://www.onetonline.org/link/summary/29-1229.02
Healthcare & Human Services,Physical Health,29-2061.00,Licensed Practical and Licensed Vocational Nurses,https://www.onetonline.org/link/summary/29-2061.00
Healthcare & Human Services,Physical Health,29-2035.00,Magnetic Resonance Imaging Technologists,https://www.onetonline.org/link/summary/29-2035.00
Healthcare & Human Services,Physical Health,29-2012.00,Medical and Clinical Laboratory Technicians,https://www.onetonline.org/link/summary/29-2012.00
Healthcare & Human Services,Physical Health,29-2011.00,Medical and Clinical Laboratory Technologists,https://www.onetonline.org/link/summary/29-2011.00
Healthcare & Human Services,Physical Health,51-9082.00,Medical Appliance Technicians,https://www.onetonline.org/link/summary/51-9082.00
Healthcare & Human Services,Physical Health,29-2036.00,Medical Dosimetrists,https://www.onetonline.org/link/summary/29-2036.00
Healthcare & Human Services,Physical Health,31-9093.00,Medical Equipment Preparers,https://www.onetonline.org/link/summary/31-9093.00
Healthcare & Human Services,Physical Health,29-9099.01,Midwives,https://www.onetonline.org/link/summary/29-9099.01
Healthcare & Human Services,Physical Health,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",https://www.onetonline.org/link/summary/39-4031.00
