career_cluster,sub_cluster,code,occupation,url
Healthcare & Human Services,Physical Health,29-1299.01,Naturopathic Physicians,https://www.onetonline.org/link/summary/29-1299.01
Healthcare & Human Services,Physical Health,29-2099.01,Neurodiagnostic Technologists,https://www.onetonline.org/link/summary/29-2099.01
Healthcare & Human Services,Physical Health,29-1217.00,Neurologists,https://www.onetonline.org/link/summary/29-1217.00
Healthcare & Human Services,Physical Health,29-2033.00,Nuclear Medicine Technologists,https://www.onetonline.org/link/summary/29-2033.00
Healthcare & Human Services,Physical Health,29-1151.00,Nurse Anesthetists,https://www.onetonline.org/link/summary/29-1151.00
Healthcare & Human Services,Physical Health,29-1161.00,Nurse Midwives,https://www.onetonline.org/link/summary/29-1161.00
Healthcare & Human Services,Physical Health,29-1171.00,Nurse Practitioners,https://www.onetonline.org/link/summary/29-1171.00
Healthcare & Human Services,Physical Health,31-1131.00,Nursing Assistants,https://www.onetonline.org/link/summary/31-1131.00
Healthcare & Human Services,Physical Health,29-1218.00,Obstetricians and Gynecologists,https://www.onetonline.org/link/summary/29-1218.00
Healthcare & Human Services,Physical Health,31-2011.00,Occupational Therapy Assistants,https://www.onetonline.org/link/summary/31-2011.00
Healthcare & Human Services,Physical Health,51-9083.00,Ophthalmic Laboratory Technicians,https://www.onetonline.org/link/summary/51-9083.00
Healthcare & Human Services,Physical Health,29-2057.00,Ophthalmic Medical Technicians,https://www.onetonline.org/link/summary/29-2057.00
Healthcare & Human Services,Physical Health,29-2099.05,Ophthalmic Medical Technologists,https://www.onetonline.org/link/summary/29-2099.05
Healthcare & Human Services,Physical Health,29-1241.00,"Ophthalmologists, Except Pediatric",https://www.onetonline.org/link/summary/29-1241.00
Healthcare & Human Services,Physical Health,29-2081.00,"Opticians, Dispensing",https://www.onetonline.org/link/summary/29-2081.00
Healthcare & Human Services,Physical Health,29-1041.00,Optometrists,https://www.onetonline.org/link/summary/29-1041.00
Healthcare & Human Services,Physical Health,29-1022.00,Oral and Maxillofacial Surgeons,https://www.onetonline.org/link/summary/29-1022.00
Healthcare & Human Services,Physical Health,31-1132.00,Orderlies,https://www.onetonline.org/link/summary/31-1132.00
Healthcare & Human Services,Physical Health,29-1023.00,Orthodontists,https://www.onetonline.org/link/summary/29-1023.00
Healthcare & Human Services,Physical Health,29-1242.00,"Orthopedic Surgeons, Except Pediatric",https://www.onetonline.org/link/summary/29-1242.00
Healthcare & Human Services,Physical Health,29-1299.02,Orthoptists,https://www.onetonline.org/link/summary/29-1299.02
Healthcare & Human Services,Physical Health,29-2091.00,Orthotists and Prosthetists,https://www.onetonline.org/link/summary/29-2091.00
Healthcare & Human Services,Physical Health,29-2043.00,Paramedics,https://www.onetonline.org/link/summary/29-2043.00
Healthcare & Human Services,Physical Health,29-2099.08,Patient Representatives,https://www.onetonline.org/link/summary/29-2099.08
Healthcare & Human Services,Physical Health,29-1243.00,Pediatric Surgeons,https://www.onetonline.org/link/summary/29-1243.00
Healthcare & Human Services,Physical Health,29-1221.00,"Pediatricians, General",https://www.onetonline.org/link/summary/29-1221.00
Healthcare & Human Services,Physical Health,29-1051.00,Pharmacists,https://www.onetonline.org/link/summary/29-1051.00
Healthcare & Human Services,Physical Health,31-9095.00,Pharmacy Aides,https://www.onetonline.org/link/summary/31-9095.00
Healthcare & Human Services,Physical Health,29-2052.00,Pharmacy Technicians,https://www.onetonline.org/link/summary/29-2052.00
Healthcare & Human Services,Physical Health,31-9097.00,Phlebotomists,https://www.onetonline.org/link/summary/31-9097.00
Healthcare & Human Services,Physical Health,29-1229.04,Physical Medicine and Rehabilitation Physicians,https://www.onetonline.org/link/summary/29-1229.04
Healthcare & Human Services,Physical Health,31-2022.00,Physical Therapist Aides,https://www.onetonline.org/link/summary/31-2022.00
Healthcare & Human Services,Physical Health,31-2021.00,Physical Therapist Assistants,https://www.onetonline.org/link/summary/31-2021.00
Healthcare & Human Services,Physical Health,29-1123.00,Physical Therapists,https://www.onetonline.org/link/summary/29-1123.00
Healthcare & Human Services,Physical Health,29-1071.00,Physician Assistants,https://www.onetonline.org/link/summary/29-1071.00
Healthcare & Human Services,Physical Health,29-1229.00,"Physicians, All Other",https://www.onetonline.org/link/summary/29-1229.00
Healthcare & Human Services,Physical Health,29-1222.00,"Physicians, Pathologists",https://www.onetonline.org/link/summary/29-1222.00
Healthcare & Human Services,Physical Health,29-1081.00,Podiatrists,https://www.onetonline.org/link/summary/29-1081.00
Healthcare & Human Services,Physical Health,29-1229.05,Preventive Medicine Physicians,https://www.onetonline.org/link/summary/29-1229.05
Healthcare & Human Services,Physical Health,29-1024.00,Prosthodontists,https://www.onetonline.org/link/summary/29-1024.00
Healthcare & Human Services,Physical Health,31-1133.00,Psychiatric Aides,https://www.onetonline.org/link/summary/31-1133.00
Healthcare & Human Services,Physical Health,29-2053.00,Psychiatric Technicians,https://www.onetonline.org/link/summary/29-2053.00
Healthcare & Human Services,Physical Health,29-1223.00,Psychiatrists,https://www.onetonline.org/link/summary/29-1223.00
Healthcare & Human Services,Physical Health,29-1124.00,Radiation Therapists,https://www.onetonline.org/link/summary/29-1124.00
Healthcare & Human Services,Physical Health,29-2034.00,Radiologic Technologists and Technicians,https://www.onetonline.org/link/summary/29-2034.00
Healthcare & Human Services,Physical Health,29-1224.00,Radiologists,https://www.onetonline.org/link/summary/29-1224.00
Healthcare & Human Services,Physical Health,29-1141.00,Registered Nurses,https://www.onetonline.org/link/summary/29-1141.00
Healthcare & Human Services,Physical Health,29-1126.00,Respiratory Therapists,https://www.onetonline.org/link/summary/29-1126.00
Healthcare & Human Services,Physical Health,29-1229.06,Sports Medicine Physicians,https://www.onetonline.org/link/summary/29-1229.06
Healthcare & Human Services,Physical Health,29-1249.00,"Surgeons, All Other",https://www.onetonline.org/link/summary/29-1249.00
Healthcare & Human Services,Physical Health,29-9093.00,Surgical Assistants,https://www.onetonline.org/link/summary/29-9093.00
Healthcare & Human Services,Physical Health,29-2055.00,Surgical Technologists,https://www.onetonline.org/link/summary/29-2055.00
Healthcare & Human Services,Physical Health,29-1229.03,Urologists,https://www.onetonline.org/link/summary/29-1229.03
Healthcare & Human Services; Public Service & Safety,"Behavioral & Mental Health; Local, State, & Federal Services",19-4061.00,Social Science Research Assistants,https://www.onetonline.org/link/summary/19-4061.00
Healthcare & Human Services; Public Service & Safety,"Community & Social Services; Local, State, & Federal Services",21-1094.00,Community Health Workers,https://www.onetonline.org/link/summary/21-1094.00
Healthcare & Human Services; Public Service & Safety,"Community & Social Services; Local, State, & Federal Services",11-9151.00,Social and Community Service Managers,https://www.onetonline.org/link/summary/11-9151.00
Healthcare & Human Services; Public Service & Safety; Energy & Natural Resources,"Behavioral & Mental Health; Biotechnology Research & Development; Physical Health; Local, State, & Federal Services; Conservation & Land Management; Ecological Research & Development",19-1099.00,"Life Scientists, All Other",https://www.onetonline.org/link/summary/19-1099.00
Healthcare & Human Services; Public Service & Safety; Digital Technology; Management & Entrepreneurship,"Biotechnology Research & Development; Local, State, & Federal Services; Data Science & AI; Business Information Management",15-2041.01,Biostatisticians,https://www.onetonline.org/link/summary/15-2041.01
Healthcare & Human Services; Agriculture,Biotechnology Research & Development; Animal Systems; Plant Systems,19-1029.01,Bioinformatics Scientists,https://www.onetonline.org/link/summary/19-1029.01
Healthcare & Human Services; Agriculture,Biotechnology Research & Development; Animal Systems; Plant Systems,19-1029.04,Biologists,https://www.onetonline.org/link/summary/19-1029.04
Healthcare & Human Services; Agriculture,Biotechnology Research & Development; Animal Systems; Plant Systems,19-1029.03,Geneticists,https://www.onetonline.org/link/summary/19-1029.03
Healthcare & Human Services; Agriculture,Biotechnology Research & Development; Animal Systems; Plant Systems; Water Systems,19-1029.02,Molecular and Cellular Biologists,https://www.onetonline.org/link/summary/19-1029.02
Healthcare & Human Services; Agriculture,Health Data & Administration; Animal Systems,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,https://www.onetonline.org/link/summary/31-9096.00
Healthcare & Human Services; Agriculture,Health Data & Administration; Animal Systems,29-2056.00,Veterinary Technologists and Technicians,https://www.onetonline.org/link/summary/29-2056.00
Healthcare & Human Services; Agriculture; Energy & Natural Resources,Biotechnology Research & Development; Animal Systems; Plant Systems; Water Systems; Conservation & Land Management; Ecological Research & Development; Environmental Protection,19-1029.00,"Biological Scientists, All Other",https://www.onetonline.org/link/summary/19-1029.00
Healthcare & Human Services; Digital Technology,Health Data & Administration; IT Support & Services,15-1232.00,Computer User Support Specialists,https://www.onetonline.org/link/summary/15-1232.00
Healthcare & Human Services; Management & Entrepreneurship,Biotechnology Research & Development; Business Information Management,15-2099.01,Bioinformatics Technicians,https://www.onetonline.org/link/summary/15-2099.01
Healthcare & Human Services; Management & Entrepreneurship,Physical Health; Entrepreneurship & Small Business,11-9171.00,Funeral Home Managers,https://www.onetonline.org/link/summary/11-9171.00
Public Service & Safety,Emergency Response,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,https://www.onetonline.org/link/summary/33-1021.00
Public Service & Safety,Emergency Response,43-2021.00,Telephone Operators,https://www.onetonline.org/link/summary/43-2021.00
Public Service & Safety,Emergency Response; Military & National Security,11-9161.00,Emergency Management Directors,https://www.onetonline.org/link/summary/11-9161.00
Public Service & Safety,Emergency Response; Public Safety,33-3051.04,Customs and Border Protection Officers,https://www.onetonline.org/link/summary/33-3051.04
Public Service & Safety,Emergency Response; Public Safety,33-3051.00,Police and Sheriff's Patrol Officers,https://www.onetonline.org/link/summary/33-3051.00
Public Service & Safety,Judicial Systems,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",https://www.onetonline.org/link/summary/23-1021.00
Public Service & Safety,Judicial Systems,23-1022.00,"Arbitrators, Mediators, and Conciliators",https://www.onetonline.org/link/summary/23-1022.00
Public Service & Safety,Judicial Systems,27-3092.00,Court Reporters and Simultaneous Captioners,https://www.onetonline.org/link/summary/27-3092.00
Public Service & Safety,Judicial Systems,19-4092.00,Forensic Science Technicians,https://www.onetonline.org/link/summary/19-4092.00
Public Service & Safety,Judicial Systems,23-1023.00,"Judges, Magistrate Judges, and Magistrates",https://www.onetonline.org/link/summary/23-1023.00
Public Service & Safety,Judicial Systems,23-1012.00,Judicial Law Clerks,https://www.onetonline.org/link/summary/23-1012.00
Public Service & Safety,Judicial Systems,23-1011.00,Lawyers,https://www.onetonline.org/link/summary/23-1011.00
Public Service & Safety,Judicial Systems,43-6012.00,Legal Secretaries and Administrative Assistants,https://www.onetonline.org/link/summary/43-6012.00
Public Service & Safety,Judicial Systems,23-2099.00,"Legal Support Workers, All Other",https://www.onetonline.org/link/summary/23-2099.00
Public Service & Safety,Judicial Systems,23-2011.00,Paralegals and Legal Assistants,https://www.onetonline.org/link/summary/23-2011.00
Public Service & Safety,"Local, State, & Federal Services",13-2031.00,Budget Analysts,https://www.onetonline.org/link/summary/13-2031.00
Public Service & Safety,"Local, State, & Federal Services",43-4031.00,"Court, Municipal, and License Clerks",https://www.onetonline.org/link/summary/43-4031.00
Public Service & Safety,"Local, State, & Federal Services",43-4061.00,"Eligibility Interviewers, Government Programs",https://www.onetonline.org/link/summary/43-4061.00
Public Service & Safety,"Local, State, & Federal Services",19-1041.00,Epidemiologists,https://www.onetonline.org/link/summary/19-1041.00
Public Service & Safety,"Local, State, & Federal Services",43-4071.00,File Clerks,https://www.onetonline.org/link/summary/43-4071.00
Public Service & Safety,"Local, State, & Federal Services",11-1031.00,Legislators,https://www.onetonline.org/link/summary/11-1031.00
Public Service & Safety,"Local, State, & Federal Services",43-5041.00,"Meter Readers, Utilities",https://www.onetonline.org/link/summary/43-5041.00
Public Service & Safety,"Local, State, & Federal Services",43-5051.00,Postal Service Clerks,https://www.onetonline.org/link/summary/43-5051.00
Public Service & Safety,"Local, State, & Federal Services",43-5052.00,Postal Service Mail Carriers,https://www.onetonline.org/link/summary/43-5052.00
Public Service & Safety,"Local, State, & Federal Services",43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",https://www.onetonline.org/link/summary/43-5053.00
Public Service & Safety,"Local, State, & Federal Services",11-9131.00,Postmasters and Mail Superintendents,https://www.onetonline.org/link/summary/11-9131.00
Public Service & Safety,"Local, State, & Federal Services",13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",https://www.onetonline.org/link/summary/13-2081.00
Public Service & Safety,"Local, State, & Federal Services",19-3099.01,Transportation Planners,https://www.onetonline.org/link/summary/19-3099.01
Public Service & Safety,"Local, State, & Federal Services; Military & National Security",19-2011.00,Astronomers,https://www.onetonline.org/link/summary/19-2011.00
Public Service & Safety,"Local, State, & Federal Services; Military & National Security",19-2021.00,Atmospheric and Space Scientists,https://www.onetonline.org/link/summary/19-2021.00
Public Service & Safety,"Local, State, & Federal Services; Military & National Security; Public Safety",33-3021.00,Detectives and Criminal Investigators,https://www.onetonline.org/link/summary/33-3021.00
Public Service & Safety,"Local, State, & Federal Services; Military & National Security; Public Safety",33-1012.00,First-Line Supervisors of Police and Detectives,https://www.onetonline.org/link/summary/33-1012.00
Public Service & Safety,"Local, State, & Federal Services; Military & National Security; Public Safety",33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",https://www.onetonline.org/link/summary/33-1099.00
Public Service & Safety,"Local, State, & Federal Services; Military & National Security; Public Safety",33-3021.06,Intelligence Analysts,https://www.onetonline.org/link/summary/33-3021.06
Public Service & Safety,"Local, State, & Federal Services; Military & National Security; Public Safety",33-3021.02,Police Identification and Records Officers,https://www.onetonline.org/link/summary/33-3021.02
Public Service & Safety,Military & National Security; Public Safety,33-1091.00,First-Line Supervisors of Security Workers,https://www.onetonline.org/link/summary/33-1091.00
Public Service & Safety,Public Safety,33-3011.00,Bailiffs,https://www.onetonline.org/link/summary/33-3011.00
Public Service & Safety,Public Safety,37-2019.00,"Building Cleaning Workers, All Other",https://www.onetonline.org/link/summary/37-2019.00
Public Service & Safety,Public Safety,33-3012.00,Correctional Officers and Jailers,https://www.onetonline.org/link/summary/33-3012.00
Public Service & Safety,Public Safety,33-9091.00,Crossing Guards and Flaggers,https://www.onetonline.org/link/summary/33-9091.00
Public Service & Safety,Public Safety,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",https://www.onetonline.org/link/summary/43-5032.00
Public Service & Safety,Public Safety,33-2021.00,Fire Inspectors and Investigators,https://www.onetonline.org/link/summary/33-2021.00
Public Service & Safety,Public Safety,33-1011.00,First-Line Supervisors of Correctional Officers,https://www.onetonline.org/link/summary/33-1011.00
Public Service & Safety,Public Safety,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,https://www.onetonline.org/link/summary/33-9031.00
Public Service & Safety,Public Safety,37-3019.00,"Grounds Maintenance Workers, All Other",https://www.onetonline.org/link/summary/37-3019.00
Public Service & Safety,Public Safety,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",https://www.onetonline.org/link/summary/33-9092.00
Public Service & Safety,Public Safety,33-3041.00,Parking Enforcement Workers,https://www.onetonline.org/link/summary/33-3041.00
Public Service & Safety,Public Safety,33-9021.00,Private Detectives and Investigators,https://www.onetonline.org/link/summary/33-9021.00
Public Service & Safety,Public Safety,21-1092.00,Probation Officers and Correctional Treatment Specialists,https://www.onetonline.org/link/summary/21-1092.00
Public Service & Safety,Public Safety,33-9099.00,"Protective Service Workers, All Other",https://www.onetonline.org/link/summary/33-9099.00
Public Service & Safety,Public Safety,43-5031.00,Public Safety Telecommunicators,https://www.onetonline.org/link/summary/43-5031.00
Public Service & Safety,Public Safety,33-9099.02,Retail Loss Prevention Specialists,https://www.onetonline.org/link/summary/33-9099.02
Public Service & Safety,Public Safety,33-9094.00,School Bus Monitors,https://www.onetonline.org/link/summary/33-9094.00
Public Service & Safety,Public Safety,33-9032.00,Security Guards,https://www.onetonline.org/link/summary/33-9032.00
Public Service & Safety,Public Safety,33-3052.00,Transit and Railroad Police,https://www.onetonline.org/link/summary/33-3052.00
Public Service & Safety,Public Safety,33-9093.00,Transportation Security Screeners,https://www.onetonline.org/link/summary/33-9093.00
Public Service & Safety; Agriculture; Management & Entrepreneurship,"Local, State, & Federal Services; Agribusiness; Business Information Management; Leadership & Operations",19-3011.00,Economists,https://www.onetonline.org/link/summary/19-3011.00
Public Service & Safety; Agriculture; Management & Entrepreneurship,"Local, State, & Federal Services; Agribusiness; Business Information Management; Leadership & Operations",19-3011.01,Environmental Economists,https://www.onetonline.org/link/summary/19-3011.01
Public Service & Safety; Energy & Natural Resources,Emergency Response; Environmental Protection,33-2011.00,Firefighters,https://www.onetonline.org/link/summary/33-2011.00
Public Service & Safety; Energy & Natural Resources,"Local, State, & Federal Services; Conservation & Land Management; Ecological Research & Development",19-2041.02,Environmental Restoration Planners,https://www.onetonline.org/link/summary/19-2041.02
Public Service & Safety; Energy & Natural Resources,"Local, State, & Federal Services; Conservation & Land Management; Ecological Research & Development",19-2041.03,Industrial Ecologists,https://www.onetonline.org/link/summary/19-2041.03
Public Service & Safety; Energy & Natural Resources,"Local, State, & Federal Services; Conservation & Land Management; Ecological Research & Development; Environmental Protection",19-1031.00,Conservation Scientists,https://www.onetonline.org/link/summary/19-1031.00
Public Service & Safety; Energy & Natural Resources,"Local, State, & Federal Services; Conservation & Land Management; Ecological Research & Development; Environmental Protection",19-1031.03,Park Naturalists,https://www.onetonline.org/link/summary/19-1031.03
Public Service & Safety; Energy & Natural Resources,"Local, State, & Federal Services; Conservation & Land Management; Ecological Research & Development; Environmental Protection",19-1031.02,Range Managers,https://www.onetonline.org/link/summary/19-1031.02
Public Service & Safety; Energy & Natural Resources,"Local, State, & Federal Services; Ecological Research & Development",19-2041.01,Climate Change Policy Analysts,https://www.onetonline.org/link/summary/19-2041.01
Public Service & Safety; Energy & Natural Resources,"Local, State, & Federal Services; Ecological Research & Development",19-4042.00,"Environmental Science and Protection Technicians, Including Health",https://www.onetonline.org/link/summary/19-4042.00
Public Service & Safety; Energy & Natural Resources,"Local, State, & Federal Services; Ecological Research & Development; Resource Extraction",19-4043.00,"Geological Technicians, Except Hydrologic Technicians",https://www.onetonline.org/link/summary/19-4043.00
Public Service & Safety; Energy & Natural Resources,"Local, State, & Federal Services; Environmental Protection",33-3031.00,Fish and Game Wardens,https://www.onetonline.org/link/summary/33-3031.00
Public Service & Safety; Energy & Natural Resources,Public Safety; Conservation & Land Management,33-2022.00,Forest Fire Inspectors and Prevention Specialists,https://www.onetonline.org/link/summary/33-2022.00
Public Service & Safety; Energy & Natural Resources; Management & Entrepreneurship,"Local, State, & Federal Services; Public Safety; Environmental Protection; Resource Extraction; Regulation",13-1041.01,Environmental Compliance Inspectors,https://www.onetonline.org/link/summary/13-1041.01
Public Service & Safety; Energy & Natural Resources; Management & Entrepreneurship,"Local, State, & Federal Services; Public Safety; Environmental Protection; Regulation",13-1041.04,Government Property Inspectors and Investigators,https://www.onetonline.org/link/summary/13-1041.04
Public Service & Safety; Energy & Natural Resources; Management & Entrepreneurship,"Local, State, & Federal Services; Conservation & Land Management; Entrepreneurship & Small Business; Leadership & Operations",11-3013.00,Facilities Managers,https://www.onetonline.org/link/summary/11-3013.00
Public Service & Safety; Energy & Natural Resources; Management & Entrepreneurship,"Local, State, & Federal Services; Conservation & Land Management; Entrepreneurship & Small Business; Leadership & Operations",11-3013.01,Security Managers,https://www.onetonline.org/link/summary/11-3013.01
Public Service & Safety; Energy & Natural Resources; Management & Entrepreneurship,"Local, State, & Federal Services; Environmental Protection; Resource Extraction; Regulation",13-1041.07,Regulatory Affairs Specialists,https://www.onetonline.org/link/summary/13-1041.07
Public Service & Safety; Digital Technology,Military & National Security; Data Science & AI; IT Support & Services,15-1299.07,Blockchain Engineers,https://www.onetonline.org/link/summary/15-1299.07
Public Service & Safety; Digital Technology,Military & National Security; Data Science & AI; IT Support & Services,15-1299.00,"Computer Occupations, All Other",https://www.onetonline.org/link/summary/15-1299.00
Public Service & Safety; Digital Technology,Military & National Security; Data Science & AI; IT Support & Services,15-1299.08,Computer Systems Engineers/Architects,https://www.onetonline.org/link/summary/15-1299.08
Public Service & Safety; Digital Technology,Military & National Security; Data Science & AI; IT Support & Services,15-1299.06,Digital Forensics Analysts,https://www.onetonline.org/link/summary/15-1299.06
Public Service & Safety; Digital Technology,Military & National Security; Data Science & AI; IT Support & Services,15-1299.03,Document Management Specialists,https://www.onetonline.org/link/summary/15-1299.03
Public Service & Safety; Digital Technology,Military & National Security; Data Science & AI; IT Support & Services,15-1299.02,Geographic Information Systems Technologists and Technicians,https://www.onetonline.org/link/summary/15-1299.02
Public Service & Safety; Digital Technology,Military & National Security; Data Science & AI; IT Support & Services,15-1299.05,Information Security Engineers,https://www.onetonline.org/link/summary/15-1299.05
Public Service & Safety; Digital Technology,Military & National Security; Data Science & AI; IT Support & Services,15-1299.09,Information Technology Project Managers,https://www.onetonline.org/link/summary/15-1299.09
Public Service & Safety; Digital Technology,Military & National Security; Data Science & AI; IT Support & Services,15-1299.04,Penetration Testers,https://www.onetonline.org/link/summary/15-1299.04
Public Service & Safety; Management & Entrepreneurship,"Local, State, & Federal Services; Military & National Security; Entrepreneurship & Small Business; Leadership & Operations",11-9199.02,Compliance Managers,https://www.onetonline.org/link/summary/11-9199.02
Public Service & Safety; Management & Entrepreneurship,"Local, State, & Federal Services; Military & National Security; Entrepreneurship & Small Business; Leadership & Operations",11-9199.08,Loss Prevention Managers,https://www.onetonline.org/link/summary/11-9199.08
Public Service & Safety; Management & Entrepreneurship,"Local, State, & Federal Services; Military & National Security; Entrepreneurship & Small Business; Leadership & Operations; Regulation",11-9199.01,Regulatory Affairs Managers,https://www.onetonline.org/link/summary/11-9199.01
Public Service & Safety; Management & Entrepreneurship,"Local, State, & Federal Services; Military & National Security; Leadership & Operations",19-3094.00,Political Scientists,https://www.onetonline.org/link/summary/19-3094.00
Public Service & Safety; Management & Entrepreneurship,"Local, State, & Federal Services; Public Safety; Regulation",13-1041.08,Customs Brokers,https://www.onetonline.org/link/summary/13-1041.08
Public Service & Safety; Management & Entrepreneurship,"Local, State, & Federal Services; Entrepreneurship & Small Business; Leadership & Operations",11-9199.11,Brownfield Redevelopment Specialists and Site Managers,https://www.onetonline.org/link/summary/11-9199.11
Public Service & Safety; Management & Entrepreneurship,"Local, State, & Federal Services; Entrepreneurship & Small Business; Leadership & Operations",11-3121.00,Human Resources Managers,https://www.onetonline.org/link/summary/11-3121.00
Public Service & Safety; Management & Entrepreneurship,"Local, State, & Federal Services; Entrepreneurship & Small Business; Leadership & Operations",11-3131.00,Training and Development Managers,https://www.onetonline.org/link/summary/11-3131.00
Public Service & Safety; Management & Entrepreneurship,"Local, State, & Federal Services; Entrepreneurship & Small Business; Leadership & Operations",11-9199.10,Wind Energy Development Managers,https://www.onetonline.org/link/summary/11-9199.10
Public Service & Safety; Management & Entrepreneurship,"Local, State, & Federal Services; Entrepreneurship & Small Business; Leadership & Operations",11-9199.09,Wind Energy Operations Managers,https://www.onetonline.org/link/summary/11-9199.09
Public Service & Safety; Management & Entrepreneurship,"Local, State, & Federal Services; Regulation",13-1041.06,Coroners,https://www.onetonline.org/link/summary/13-1041.06
Public Service & Safety; Management & Entrepreneurship,"Local, State, & Federal Services; Regulation",13-1041.03,Equal Opportunity Representatives and Officers,https://www.onetonline.org/link/summary/13-1041.03
Public Service & Safety; Marketing & Sales,"Local, State, & Federal Services; Market Research, Analytics, & Ethics",19-3041.00,Sociologists,https://www.onetonline.org/link/summary/19-3041.00
Agriculture,Agribusiness; Animal Systems; Food Science & Processing; Plant Systems; Water Systems,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",https://www.onetonline.org/link/summary/11-9013.00
Agriculture,Agricultural Technology & Automation,17-2021.00,Agricultural Engineers,https://www.onetonline.org/link/summary/17-2021.00
Agriculture,Agricultural Technology & Automation,45-2091.00,Agricultural Equipment Operators,https://www.onetonline.org/link/summary/45-2091.00
Agriculture,Agricultural Technology & Automation,45-2099.00,"Agricultural Workers, All Other",https://www.onetonline.org/link/summary/45-2099.00
Agriculture,Agricultural Technology & Automation,13-1074.00,Farm Labor Contractors,https://www.onetonline.org/link/summary/13-1074.00
Agriculture,Agricultural Technology & Automation,45-2041.00,"Graders and Sorters, Agricultural Products",https://www.onetonline.org/link/summary/45-2041.00
Agriculture,Agricultural Technology & Automation; Water Systems,49-3041.00,Farm Equipment Mechanics and Service Technicians,https://www.onetonline.org/link/summary/49-3041.00
Agriculture,Animal Systems,45-2021.00,Animal Breeders,https://www.onetonline.org/link/summary/45-2021.00
Agriculture,Animal Systems,39-2021.00,Animal Caretakers,https://www.onetonline.org/link/summary/39-2021.00
Agriculture,Animal Systems,33-9011.00,Animal Control Workers,https://www.onetonline.org/link/summary/33-9011.00
Agriculture,Animal Systems,39-2011.00,Animal Trainers,https://www.onetonline.org/link/summary/39-2011.00
Agriculture,Animal Systems,29-1131.00,Veterinarians,https://www.onetonline.org/link/summary/29-1131.00
Agriculture,Animal Systems; Food Science & Processing,19-1011.00,Animal Scientists,https://www.onetonline.org/link/summary/19-1011.00
Agriculture,Animal Systems; Food Science & Processing; Plant Systems,19-4012.00,Agricultural Technicians,https://www.onetonline.org/link/summary/19-4012.00
Agriculture,Animal Systems; Water Systems,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",https://www.onetonline.org/link/summary/45-2093.00
Agriculture,Food Science & Processing,45-2011.00,Agricultural Inspectors,https://www.onetonline.org/link/summary/45-2011.00
Agriculture,Food Science & Processing,51-3021.00,Butchers and Meat Cutters,https://www.onetonline.org/link/summary/51-3021.00
Agriculture,Food Science & Processing,19-4013.00,Food Science Technicians,https://www.onetonline.org/link/summary/19-4013.00
Agriculture,Food Science & Processing,19-1012.00,Food Scientists and Technologists,https://www.onetonline.org/link/summary/19-1012.00
Agriculture,Food Science & Processing,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",https://www.onetonline.org/link/summary/51-3022.00
Agriculture,Food Science & Processing,51-3023.00,Slaughterers and Meat Packers,https://www.onetonline.org/link/summary/51-3023.00
Agriculture,Food Science & Processing; Plant Systems,19-4012.01,Precision Agriculture Technicians,https://www.onetonline.org/link/summary/19-4012.01
Agriculture,Plant Systems,45-4021.00,Fallers,https://www.onetonline.org/link/summary/45-4021.00
Agriculture,Plant Systems,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",https://www.onetonline.org/link/summary/45-2092.00
Agriculture,Plant Systems,45-4011.00,Forest and Conservation Workers,https://www.onetonline.org/link/summary/45-4011.00
Agriculture,Plant Systems,45-4023.00,Log Graders and Scalers,https://www.onetonline.org/link/summary/45-4023.00
Agriculture,Plant Systems,45-4029.00,"Logging Workers, All Other",https://www.onetonline.org/link/summary/45-4029.00
Agriculture,Plant Systems,37-2021.00,Pest Control Workers,https://www.onetonline.org/link/summary/37-2021.00
Agriculture,Plant Systems,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",https://www.onetonline.org/link/summary/37-3012.00
Agriculture,Water Systems,45-3031.00,Fishing and Hunting Workers,https://www.onetonline.org/link/summary/45-3031.00
Agriculture; Energy & Natural Resources,Agribusiness; Animal Systems; Food Science & Processing; Plant Systems; Water Systems; Ecological Research & Development,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",https://www.onetonline.org/link/summary/45-1011.00
Agriculture; Energy & Natural Resources,Plant Systems; Conservation & Land Management; Ecological Research & Development,19-4071.00,Forest and Conservation Technicians,https://www.onetonline.org/link/summary/19-4071.00
Agriculture; Energy & Natural Resources,Plant Systems; Ecological Research & Development,19-1022.00,Microbiologists,https://www.onetonline.org/link/summary/19-1022.00
Agriculture; Energy & Natural Resources,Plant Systems; Ecological Research & Development,19-1013.00,Soil and Plant Scientists,https://www.onetonline.org/link/summary/19-1013.00
